state,response,coverage,education,employmentstatus,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_level
California,No,1,Bachelor,Employed,F,Rural,Single,2,Branch,Two-Door Car,2,P,3
California,No,1,Bachelor,Unemployed,M,Suburban,Single,3,Branch,Four-Door Car,2,C,3
Nevada,No,2,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,1,P,3
Oregon,No,1,Bachelor,Employed,M,Urban,Married,4,Web,SUV,2,C,1
California,Yes,2,High School or Below,Employed,M,Rural,Single,1,Agent,Four-Door Car,2,P,1
Nevada,No,2,Bachelor,Employed,F,Suburban,Single,3,Web,Four-Door Car,1,P,2
Arizona,Yes,1,High School or Below,Employed,M,Suburban,Married,2,Call Center,Four-Door Car,1,P,2
California,No,2,Bachelor,Unemployed,F,Suburban,Married,1,Branch,Luxury Car,3,P,2
Oregon,No,1,College,Employed,F,Rural,Married,2,Branch,Two-Door Car,2,P,3
Oregon,No,1,Bachelor,Other,F,Suburban,Single,1,Web,Two-Door Car,2,P,3
Arizona,No,3,Master and Above,Employed,F,Urban,Married,3,Web,Four-Door Car,2,P,1
Washington,No,2,High School or Below,Unemployed,M,Suburban,Single,3,Agent,Luxury Car,2,P,1
Oregon,No,1,Bachelor,Employed,M,Urban,Single,2,Web,SUV,2,P,2
Arizona,No,1,College,Employed,M,Suburban,Single,4,Branch,SUV,2,C,3
Arizona,No,1,Bachelor,Employed,F,Urban,Married,1,Call Center,Four-Door Car,2,P,1
Oregon,No,1,Bachelor,Employed,F,Rural,Married,3,Branch,Two-Door Car,2,C,3
Oregon,No,1,High School or Below,Employed,F,Urban,Single,2,Branch,Luxury Car,2,P,3
Oregon,No,2,Bachelor,Employed,F,Suburban,Married,4,Agent,SUV,1,P,2
Arizona,No,1,Bachelor,Employed,F,Urban,Married,4,Agent,Four-Door Car,2,P,2
California,No,1,Bachelor,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,S,2
California,No,2,Bachelor,Employed,M,Rural,Married,1,Web,Four-Door Car,2,P,2
Oregon,No,1,College,Unemployed,M,Suburban,Married,2,Branch,Two-Door Car,2,C,3
Oregon,Yes,2,Bachelor,Other,M,Suburban,Married,2,Agent,Two-Door Car,2,P,3
Nevada,No,3,Bachelor,Employed,F,Rural,Married,1,Call Center,Two-Door Car,2,P,1
Oregon,No,1,High School or Below,Employed,F,Suburban,Single,4,Agent,Four-Door Car,1,C,3
Oregon,Yes,2,College,Other,F,Suburban,Single,1,Branch,Four-Door Car,1,C,3
Arizona,No,3,High School or Below,Other,F,Suburban,Married,1,Agent,SUV,2,P,2
California,No,2,Master and Above,Other,M,Suburban,Married,4,Call Center,Two-Door Car,2,P,2
Nevada,No,1,College,Employed,F,Rural,Married,3,Call Center,SUV,2,P,2
Oregon,No,2,Bachelor,Employed,M,Urban,Married,2,Branch,Two-Door Car,2,P,1
Arizona,No,2,College,Other,M,Suburban,Single,4,Agent,Two-Door Car,3,S,2
Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Call Center,Two-Door Car,2,P,3
California,No,2,High School or Below,Unemployed,F,Suburban,Single,2,Branch,Two-Door Car,2,P,3
California,No,2,High School or Below,Employed,F,Suburban,Married,4,Agent,Two-Door Car,1,P,2
Oregon,No,1,College,Employed,F,Urban,Married,1,Agent,Four-Door Car,2,P,2
Oregon,No,1,Bachelor,Other,M,Suburban,Single,1,Agent,Four-Door Car,2,P,2
California,No,1,College,Other,M,Suburban,Single,4,Branch,Four-Door Car,3,P,2
California,No,1,Bachelor,Employed,M,Rural,Married,3,Call Center,Four-Door Car,2,P,2
Nevada,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Call Center,Four-Door Car,2,P,3
Oregon,No,1,College,Employed,F,Suburban,Married,3,Web,Two-Door Car,3,P,1
California,No,2,Master and Above,Other,M,Suburban,Married,2,Agent,Four-Door Car,1,P,1
California,Yes,1,Bachelor,Employed,M,Suburban,Married,2,Agent,Two-Door Car,2,C,2
Oregon,No,1,College,Unemployed,M,Suburban,Single,4,Branch,Two-Door Car,3,P,3
Washington,Yes,1,High School or Below,Other,M,Suburban,Single,2,Call Center,Four-Door Car,2,S,2
Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Web,SUV,1,P,1
Washington,No,1,High School or Below,Employed,M,Suburban,Single,4,Call Center,Two-Door Car,3,C,2
Arizona,Yes,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Four-Door Car,1,P,1
Nevada,No,3,College,Employed,F,Suburban,Single,1,Web,Four-Door Car,2,C,1
Nevada,No,2,College,Employed,F,Urban,Single,3,Call Center,SUV,2,P,3
Oregon,No,2,College,Employed,F,Urban,Married,4,Call Center,Four-Door Car,2,S,2
California,No,1,College,Employed,M,Suburban,Married,1,Agent,Two-Door Car,1,P,3
Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
Oregon,Yes,2,High School or Below,Employed,M,Suburban,Single,2,Branch,Two-Door Car,1,P,1
Arizona,No,1,Bachelor,Employed,M,Suburban,Married,2,Call Center,SUV,2,S,3
Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Branch,Two-Door Car,2,P,1
Arizona,No,1,Bachelor,Employed,F,Rural,Married,1,Call Center,SUV,2,P,2
Nevada,No,1,College,Unemployed,M,Suburban,Single,3,Agent,Two-Door Car,2,C,2
Arizona,No,2,Bachelor,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,P,3
Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,2,Agent,Luxury Car,2,P,1
Arizona,No,2,Master and Above,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,C,2
Oregon,No,1,College,Employed,F,Suburban,Married,1,Agent,SUV,3,C,1
Arizona,No,1,College,Employed,F,Urban,Married,3,Agent,Four-Door Car,2,P,3
Oregon,No,1,Bachelor,Employed,M,Urban,Married,4,Web,Two-Door Car,3,P,3
Washington,No,1,High School or Below,Unemployed,F,Rural,Married,1,Web,Four-Door Car,2,P,2
Arizona,No,2,Bachelor,Employed,M,Suburban,Married,2,Agent,Four-Door Car,1,P,1
Arizona,No,1,Master and Above,Employed,M,Rural,Married,2,Web,SUV,2,P,3
Arizona,No,1,College,Unemployed,M,Suburban,Single,3,Agent,Four-Door Car,2,P,3
California,No,1,Bachelor,Employed,F,Urban,Married,2,Branch,SUV,2,P,3
Oregon,No,2,High School or Below,Employed,M,Suburban,Married,2,Web,Four-Door Car,2,P,2
Arizona,No,1,Bachelor,Employed,F,Suburban,Married,2,Agent,Two-Door Car,3,C,3
California,No,2,Bachelor,Unemployed,F,Suburban,Single,1,Branch,SUV,2,P,3
California,No,1,College,Employed,F,Suburban,Married,1,Branch,Four-Door Car,3,C,2
Oregon,No,1,Bachelor,Employed,M,Rural,Married,2,Branch,Four-Door Car,2,P,1
California,No,1,Bachelor,Employed,F,Suburban,Single,4,Call Center,Four-Door Car,2,P,2
California,No,2,High School or Below,Employed,M,Rural,Single,1,Call Center,Luxury Car,2,P,2
California,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Call Center,Four-Door Car,1,P,3
Oregon,No,3,College,Unemployed,F,Suburban,Single,2,Branch,Four-Door Car,2,C,3
Oregon,No,2,High School or Below,Unemployed,F,Suburban,Single,1,Web,Four-Door Car,2,P,2
California,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,1,P,2
Arizona,No,1,Bachelor,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,P,2
California,No,2,Master and Above,Employed,F,Urban,Married,2,Web,Four-Door Car,2,P,2
Oregon,No,1,Master and Above,Employed,M,Rural,Married,2,Call Center,SUV,3,P,1
Washington,Yes,1,College,Employed,M,Urban,Single,2,Agent,Four-Door Car,2,C,1
Oregon,No,2,High School or Below,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,C,3
Oregon,No,1,College,Employed,M,Rural,Married,1,Agent,SUV,2,P,3
Nevada,No,1,Bachelor,Other,M,Rural,Married,1,Branch,Four-Door Car,2,C,1
Oregon,No,1,High School or Below,Employed,F,Suburban,Married,2,Call Center,Four-Door Car,3,P,3
California,No,1,High School or Below,Employed,M,Rural,Married,3,Web,Luxury Car,2,C,2
Oregon,No,2,Bachelor,Employed,F,Urban,Married,2,Call Center,Four-Door Car,2,C,2
California,No,1,Bachelor,Unemployed,M,Urban,Single,3,Call Center,Four-Door Car,2,P,3
California,No,2,Bachelor,Unemployed,M,Suburban,Single,2,Branch,Four-Door Car,2,P,1
Nevada,No,2,Master and Above,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,3
Oregon,Yes,2,College,Employed,F,Rural,Married,2,Call Center,Two-Door Car,3,P,3
California,No,2,Master and Above,Employed,M,Urban,Married,2,Agent,SUV,3,P,3
Oregon,No,1,Bachelor,Employed,M,Suburban,Married,2,Call Center,SUV,2,P,3
California,No,2,Bachelor,Unemployed,F,Suburban,Married,1,Agent,Luxury Car,2,P,3
Washington,No,1,College,Employed,F,Suburban,Married,1,Agent,Four-Door Car,2,C,1
Arizona,No,1,College,Employed,M,Suburban,Married,1,Agent,SUV,2,P,2
Arizona,No,2,High School or Below,Other,M,Suburban,Married,4,Branch,Four-Door Car,2,P,2
Oregon,No,2,Master and Above,Employed,M,Suburban,Married,1,Branch,Two-Door Car,1,C,3
Oregon,No,1,High School or Below,Employed,M,Suburban,Married,4,Branch,Two-Door Car,3,C,2
Nevada,No,2,College,Employed,F,Suburban,Married,4,Branch,SUV,2,P,3
California,Yes,1,Bachelor,Employed,M,Rural,Married,2,Call Center,Four-Door Car,2,C,2
Oregon,No,1,High School or Below,Unemployed,M,Suburban,Married,3,Agent,SUV,1,C,2
California,No,1,College,Employed,F,Suburban,Single,1,Call Center,SUV,3,C,2
Nevada,No,2,Bachelor,Employed,M,Urban,Married,1,Agent,Luxury Car,2,P,3
California,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,2,P,2
Arizona,No,1,Master and Above,Employed,M,Suburban,Married,3,Agent,Four-Door Car,2,P,2
Oregon,No,1,High School or Below,Employed,F,Suburban,Married,1,Agent,Four-Door Car,1,P,1
Oregon,No,2,College,Employed,M,Suburban,Married,3,Branch,Two-Door Car,1,C,1
Oregon,No,2,Master and Above,Employed,F,Urban,Married,1,Web,Four-Door Car,2,P,2
Nevada,No,1,High School or Below,Employed,M,Suburban,Single,1,Agent,SUV,2,S,3
Nevada,No,1,Bachelor,Employed,M,Urban,Married,2,Call Center,SUV,1,P,1
Oregon,No,2,Bachelor,Employed,F,Suburban,Married,3,Branch,Four-Door Car,2,C,3
California,No,1,Bachelor,Employed,F,Rural,Married,2,Web,SUV,2,P,3
Nevada,No,1,College,Unemployed,M,Suburban,Single,1,Branch,SUV,3,P,1
Oregon,No,3,Bachelor,Employed,F,Rural,Married,1,Branch,SUV,2,C,1
Washington,Yes,1,College,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,1,C,3
Oregon,No,1,College,Employed,F,Urban,Single,1,Web,Luxury Car,2,P,3
Oregon,No,1,College,Employed,M,Suburban,Married,4,Branch,Two-Door Car,2,P,3
Oregon,Yes,1,College,Other,F,Suburban,Single,1,Web,Two-Door Car,2,P,3
Washington,No,2,High School or Below,Employed,M,Suburban,Married,4,Agent,Two-Door Car,2,P,2
Nevada,No,1,Master and Above,Employed,M,Suburban,Single,2,Web,Four-Door Car,2,P,3
Arizona,No,2,Bachelor,Employed,M,Suburban,Single,4,Web,Four-Door Car,2,P,3
Oregon,No,2,High School or Below,Unemployed,M,Suburban,Single,2,Agent,Luxury Car,1,P,3
Arizona,No,1,High School or Below,Unemployed,F,Suburban,Married,4,Agent,Four-Door Car,2,P,3
California,No,2,College,Employed,F,Urban,Single,1,Call Center,Four-Door Car,2,P,3
Washington,Yes,1,High School or Below,Other,M,Suburban,Married,3,Web,Four-Door Car,2,P,2
California,No,2,Bachelor,Unemployed,M,Suburban,Married,2,Agent,Four-Door Car,1,P,3
Oregon,No,2,College,Unemployed,M,Suburban,Married,2,Agent,SUV,1,C,3
California,No,1,College,Employed,F,Rural,Married,1,Agent,Four-Door Car,1,P,3
Oregon,No,1,Bachelor,Unemployed,F,Rural,Single,1,Branch,Four-Door Car,2,P,3
California,No,1,Master and Above,Employed,F,Suburban,Single,3,Branch,Four-Door Car,2,P,1
Oregon,No,2,Bachelor,Employed,M,Urban,Married,2,Web,Four-Door Car,3,P,2
Oregon,No,2,Bachelor,Employed,M,Suburban,Married,1,Agent,SUV,2,P,3
California,No,1,Bachelor,Employed,M,Urban,Married,2,Agent,Two-Door Car,3,P,2
Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,4,Web,SUV,2,P,2
Arizona,No,2,Bachelor,Employed,M,Urban,Married,1,Call Center,Four-Door Car,2,P,3
Nevada,No,1,Bachelor,Unemployed,F,Suburban,Married,1,Web,SUV,2,P,3
Oregon,No,1,College,Employed,M,Urban,Single,2,Branch,SUV,2,P,3
Oregon,No,1,Master and Above,Other,M,Rural,Married,1,Branch,Four-Door Car,2,P,3
Oregon,No,1,College,Employed,M,Rural,Married,2,Web,Four-Door Car,2,P,3
California,No,2,College,Employed,M,Urban,Married,2,Call Center,Two-Door Car,2,C,1
Washington,No,1,College,Employed,F,Rural,Single,1,Agent,Four-Door Car,2,P,3
Arizona,No,3,Bachelor,Employed,F,Rural,Married,2,Web,SUV,3,C,2
Washington,No,1,Master and Above,Employed,M,Rural,Married,2,Branch,Two-Door Car,2,P,1
Oregon,No,1,High School or Below,Employed,F,Suburban,Single,3,Web,SUV,3,P,2
Washington,No,1,Bachelor,Employed,M,Rural,Married,4,Agent,Four-Door Car,2,P,2
Oregon,No,1,High School or Below,Other,M,Suburban,Single,4,Web,Four-Door Car,1,P,3
California,No,1,Bachelor,Other,M,Urban,Married,2,Call Center,Two-Door Car,2,P,2
Oregon,No,3,College,Employed,F,Suburban,Married,2,Branch,Four-Door Car,1,C,3
Nevada,No,1,Bachelor,Employed,M,Suburban,Married,2,Agent,Two-Door Car,1,P,1
Arizona,No,1,High School or Below,Employed,M,Rural,Married,4,Agent,Four-Door Car,1,P,3
Nevada,No,1,Master and Above,Other,M,Suburban,Married,2,Branch,SUV,2,P,2
Arizona,No,1,Bachelor,Employed,M,Urban,Single,1,Agent,Four-Door Car,2,P,2
California,No,2,Bachelor,Employed,F,Suburban,Single,2,Branch,Two-Door Car,2,P,3
California,No,2,High School or Below,Unemployed,M,Suburban,Single,4,Web,Two-Door Car,1,P,3
Oregon,No,1,College,Unemployed,M,Suburban,Single,3,Agent,Luxury Car,2,C,2
California,No,1,College,Employed,F,Suburban,Single,3,Call Center,Four-Door Car,2,P,1
Oregon,No,2,College,Unemployed,F,Rural,Married,1,Agent,Two-Door Car,2,P,3
Oregon,No,2,College,Other,F,Suburban,Single,1,Agent,Two-Door Car,2,P,2
California,No,1,College,Unemployed,M,Suburban,Single,2,Branch,Four-Door Car,2,C,3
Nevada,No,1,High School or Below,Employed,F,Suburban,Single,4,Web,Four-Door Car,1,P,3
Arizona,No,2,Master and Above,Employed,F,Rural,Married,4,Branch,Four-Door Car,2,P,2
Oregon,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Web,Four-Door Car,2,C,1
Oregon,No,1,High School or Below,Employed,F,Suburban,Married,3,Agent,Four-Door Car,3,P,1
California,Yes,2,High School or Below,Employed,F,Suburban,Married,2,Agent,Two-Door Car,3,P,3
Oregon,No,2,College,Employed,F,Suburban,Married,1,Agent,Four-Door Car,2,S,3
Nevada,No,1,High School or Below,Employed,F,Suburban,Single,2,Branch,SUV,2,P,2
Arizona,No,1,Bachelor,Unemployed,M,Suburban,Married,2,Agent,Two-Door Car,1,C,2
Arizona,No,1,College,Employed,F,Suburban,Married,1,Agent,Two-Door Car,1,P,3
California,No,1,Bachelor,Employed,M,Rural,Married,1,Agent,Four-Door Car,2,C,3
Arizona,No,1,Bachelor,Employed,M,Urban,Married,1,Agent,Four-Door Car,2,P,3
California,No,2,High School or Below,Employed,M,Suburban,Married,1,Call Center,SUV,3,P,2
Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
Nevada,No,2,High School or Below,Unemployed,F,Suburban,Single,3,Agent,SUV,2,P,2
Arizona,No,2,College,Employed,F,Urban,Married,3,Branch,Two-Door Car,2,P,3
Oregon,No,1,College,Employed,M,Rural,Single,2,Agent,Four-Door Car,2,S,1
California,No,1,High School or Below,Employed,F,Suburban,Single,2,Branch,Four-Door Car,1,P,3
Arizona,No,1,College,Employed,F,Urban,Married,4,Agent,SUV,2,P,3
California,No,2,Bachelor,Employed,F,Rural,Married,3,Call Center,SUV,3,P,1
Oregon,No,1,Bachelor,Employed,M,Suburban,Single,1,Agent,SUV,1,P,3
Oregon,No,1,College,Employed,M,Urban,Married,1,Branch,Four-Door Car,2,C,3
Washington,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,2
California,Yes,2,College,Employed,F,Suburban,Married,1,Branch,Luxury Car,1,P,3
Oregon,No,1,College,Employed,F,Suburban,Married,2,Branch,Luxury Car,3,P,3
Nevada,No,1,College,Employed,F,Rural,Single,3,Agent,Four-Door Car,2,P,1
California,No,1,Master and Above,Employed,F,Rural,Single,3,Call Center,SUV,2,P,3
California,No,2,High School or Below,Employed,F,Urban,Married,1,Agent,SUV,2,P,3
Arizona,No,2,Bachelor,Employed,F,Rural,Married,1,Web,Luxury Car,2,C,3
Oregon,No,2,College,Employed,F,Suburban,Married,3,Web,Two-Door Car,2,P,3
Arizona,No,2,Bachelor,Employed,M,Urban,Married,2,Web,SUV,1,P,3
California,Yes,1,Bachelor,Employed,F,Suburban,Married,2,Call Center,Four-Door Car,1,C,2
California,No,2,College,Employed,F,Suburban,Married,1,Branch,Four-Door Car,3,C,1
California,Yes,1,College,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,1,C,3
Oregon,No,1,College,Employed,F,Rural,Married,4,Web,Four-Door Car,2,C,3
Arizona,No,3,Bachelor,Unemployed,F,Suburban,Single,1,Call Center,SUV,1,C,3
Arizona,No,1,High School or Below,Employed,M,Urban,Married,1,Agent,Two-Door Car,2,P,1
Nevada,No,1,College,Employed,F,Rural,Single,3,Agent,Four-Door Car,2,P,1
Oregon,No,1,College,Employed,F,Suburban,Married,1,Web,SUV,3,C,2
Nevada,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
California,Yes,1,College,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,2
California,No,2,College,Employed,F,Rural,Single,2,Web,Two-Door Car,3,P,3
Nevada,No,1,Master and Above,Employed,M,Urban,Married,2,Branch,Four-Door Car,2,P,2
Oregon,No,1,Bachelor,Employed,F,Rural,Married,1,Branch,SUV,2,P,1
Oregon,No,1,High School or Below,Employed,M,Rural,Single,2,Branch,SUV,2,C,3
Arizona,No,1,Bachelor,Employed,F,Rural,Married,3,Call Center,Four-Door Car,2,P,2
Arizona,No,1,Bachelor,Employed,M,Rural,Married,2,Web,SUV,2,S,3
Oregon,No,1,College,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,2
Arizona,No,2,Master and Above,Employed,M,Suburban,Married,1,Agent,Luxury Car,2,P,2
Washington,Yes,1,College,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,2
Washington,No,1,High School or Below,Unemployed,F,Suburban,Married,1,Branch,Four-Door Car,1,P,2
California,No,3,College,Unemployed,F,Suburban,Single,1,Call Center,Four-Door Car,1,P,2
California,No,1,Bachelor,Employed,M,Suburban,Married,3,Web,Luxury Car,2,P,3
Nevada,No,2,Bachelor,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,2,C,3
California,Yes,1,Bachelor,Employed,M,Rural,Married,2,Call Center,Four-Door Car,2,P,2
Oregon,Yes,1,Bachelor,Employed,F,Suburban,Married,1,Agent,Two-Door Car,2,C,2
California,No,2,High School or Below,Unemployed,M,Suburban,Single,2,Branch,SUV,2,P,3
Oregon,No,2,College,Employed,M,Suburban,Married,4,Branch,Two-Door Car,1,P,3
Oregon,Yes,1,Bachelor,Employed,M,Suburban,Single,2,Call Center,Two-Door Car,1,P,2
Arizona,No,1,Bachelor,Employed,F,Rural,Married,2,Branch,Two-Door Car,2,P,2
Arizona,No,1,Master and Above,Other,M,Suburban,Married,1,Agent,Two-Door Car,2,P,3
Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,2,Web,Four-Door Car,2,P,1
Nevada,No,1,High School or Below,Other,F,Suburban,Married,1,Branch,SUV,2,P,1
California,Yes,2,Master and Above,Employed,F,Suburban,Single,2,Agent,Luxury Car,2,P,1
Nevada,No,1,College,Employed,F,Urban,Single,1,Agent,Two-Door Car,1,C,1
Arizona,No,1,Master and Above,Employed,M,Urban,Single,2,Agent,Four-Door Car,2,P,2
California,No,1,College,Employed,M,Suburban,Married,2,Agent,Four-Door Car,2,P,3
Washington,No,2,College,Employed,F,Rural,Married,4,Branch,Luxury Car,2,P,3
Nevada,No,1,Bachelor,Unemployed,F,Suburban,Single,2,Call Center,Four-Door Car,3,P,2
Oregon,No,1,Bachelor,Other,F,Suburban,Single,3,Call Center,Four-Door Car,2,P,3
Oregon,No,1,College,Employed,F,Suburban,Single,2,Agent,SUV,2,P,3
Oregon,Yes,3,Master and Above,Other,F,Suburban,Single,1,Web,SUV,2,P,2
Oregon,Yes,1,High School or Below,Employed,M,Rural,Married,2,Agent,Luxury Car,2,P,2
Arizona,Yes,1,College,Other,M,Suburban,Married,1,Agent,Four-Door Car,2,P,2
Oregon,No,1,High School or Below,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,C,2
Nevada,No,1,College,Employed,M,Rural,Married,2,Agent,Two-Door Car,2,P,2
Oregon,No,1,Bachelor,Employed,F,Urban,Married,2,Call Center,Four-Door Car,1,P,2
Nevada,No,3,High School or Below,Unemployed,F,Suburban,Married,1,Web,Four-Door Car,3,P,3
Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Luxury Car,2,P,3
Oregon,No,1,College,Employed,F,Urban,Single,1,Call Center,Four-Door Car,2,P,2
Arizona,No,1,Bachelor,Employed,F,Urban,Married,2,Branch,SUV,2,P,3
California,No,1,Bachelor,Employed,M,Suburban,Married,2,Agent,Four-Door Car,2,C,2
Oregon,No,1,College,Employed,F,Rural,Married,2,Branch,Four-Door Car,2,P,3
Arizona,No,3,Bachelor,Employed,M,Rural,Married,3,Branch,Four-Door Car,3,P,1
Oregon,No,3,High School or Below,Employed,F,Suburban,Married,2,Branch,Two-Door Car,1,P,3
California,No,2,Bachelor,Employed,F,Suburban,Single,2,Call Center,Two-Door Car,2,P,2
Oregon,No,1,Master and Above,Employed,M,Rural,Single,1,Call Center,SUV,2,C,3
Oregon,No,1,High School or Below,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,3
California,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Call Center,Four-Door Car,3,P,2
Oregon,No,1,High School or Below,Employed,F,Urban,Married,1,Agent,Two-Door Car,2,P,2
California,No,1,College,Unemployed,F,Suburban,Single,3,Web,Four-Door Car,3,C,2
Arizona,No,1,Bachelor,Employed,F,Suburban,Single,3,Call Center,SUV,2,P,3
California,No,1,College,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,P,1
Oregon,Yes,1,College,Other,F,Suburban,Married,2,Branch,Two-Door Car,3,P,2
Oregon,No,1,College,Employed,F,Suburban,Married,4,Web,Two-Door Car,1,P,2
Oregon,No,2,Master and Above,Employed,M,Suburban,Single,2,Web,Four-Door Car,1,P,1
Arizona,No,3,Bachelor,Employed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,1
California,No,2,College,Employed,M,Suburban,Married,2,Call Center,SUV,2,P,2
Washington,No,1,High School or Below,Employed,M,Suburban,Married,1,Branch,Two-Door Car,1,P,3
Oregon,No,2,College,Employed,F,Rural,Married,3,Call Center,SUV,2,P,3
Oregon,Yes,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Four-Door Car,1,P,3
California,No,1,Bachelor,Employed,F,Suburban,Married,1,Call Center,SUV,1,P,3
Arizona,No,1,College,Unemployed,F,Rural,Married,2,Branch,Two-Door Car,3,P,3
Nevada,No,3,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Luxury Car,2,C,3
